"Limit","Gender","Education","MarriageStatus","Age","Status1","Status2","Status3","Status4","Status5","Status6","Bill1","Bill2","Bill3","Bill4","Bill5","Bill6","Payment1","Payment2","Payment3","Payment4","Payment5","Payment6","IndLevel","Default"
2e+05,"F","Univ","Single",39,-2,-2,-2,-2,-2,-2,2880,0,0,0,2894,210,0,0,0,2894,210,2595,1.6,"N"
50000,"F","GradS","Single",31,1,2,0,0,2,2,1129,1111,3186,6527,3328,33166,0,3000,3341,0,30000,0,1.4,"Y"
60000,"M","Univ","Single",25,2,2,2,0,0,0,36090,22083,15444,13695,17598,17472,2017,5,1000,5000,1000,603,2.4,"Y"
360000,"M","GradS","Married",44,-2,-2,-2,-2,-2,-2,188,1610,1088,7870,5988,342,1610,1088,7870,5988,342,7159,2.1,"Y"
2e+05,"F","HS","Single",32,0,0,0,0,0,0,148959,152810,159907,168200,148987,152224,6700,10000,10000,4183,4465,4352,2.2,"N"
230000,"F","HS","Married",37,0,0,0,0,0,0,225800,228342,189966,142377,143828,143698,8440,6100,7000,5356,5400,5200,0.1,"N"
30000,"M","Univ","Single",35,3,2,2,0,0,0,13461,14179,13654,13979,15525,0,1228,0,553,1825,0,0,0.6,"Y"
1e+05,"F","Univ","Single",33,2,2,0,0,0,0,74763,73010,74198,74964,76655,78328,0,3000,2000,2000,2000,2000,2.1,"N"
1e+05,"M","GradS","Married",51,2,2,2,2,2,2,87603,93461,95022,95972,98283,97819,8200,4000,3400,4000,1600,2000,0.9,"Y"
180000,"F","Univ","Single",34,2,0,0,0,2,2,51385,53925,54848,57988,59438,61974,3140,923,4663,2530,3687,5000,2.5,"Y"
50000,"M","Univ","Married",45,0,0,0,0,-2,-2,51132,43020,30180,0,0,0,2800,1000,0,0,0,0,1,"N"
150000,"M","Univ","Single",26,2,2,0,0,0,0,37594,30432,20346,19447,8420,8631,0,1150,664,500,500,1000,3.8,"N"
180000,"M","GradS","Single",26,0,0,0,-1,-1,-1,24464,25332,11991,4394,200,200,1573,3007,4394,200,200,200,1,"N"
2e+05,"F","GradS","Single",40,2,2,0,0,0,2,185696,181236,185410,189069,197736,183299,0,8600,8300,13257,917,7000,4,"Y"
50000,"F","HS","Other",27,2,0,-1,-1,-2,-2,49929,49667,780,0,0,0,1750,780,0,0,0,0,7.5,"N"
80000,"M","Univ","Other",58,0,0,0,-2,-2,-2,3719,4444,0,0,0,0,1000,0,0,0,0,0,1.8,"N"
20000,"F","GradS","Single",25,0,0,0,0,0,0,17977,17776,18886,19551,18964,19676,2000,1700,1300,662,1000,747,1.2,"N"
360000,"F","GradS","Single",30,0,0,0,0,0,0,40514,31871,27793,19409,18093,10800,1800,2025,3000,2000,1000,2000,1.7,"N"
30000,"M","Univ","Married",53,0,0,0,0,0,0,29557,30091,28247,28884,29523,30672,1427,2973,1500,1100,2000,1000,1.5,"N"
470000,"M","Univ","Married",35,0,0,0,0,0,0,170812,172332,177566,182074,183417,185608,6500,8000,9000,7000,8000,8000,1.7,"Y"
3e+05,"F","Univ","Single",26,0,0,0,0,0,0,63425,50294,38235,29944,26259,26288,3005,2691,2400,1000,1000,859,4.3,"N"
230000,"F","Univ","Single",38,0,0,0,0,0,0,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,4.5,"N"
80000,"F","GradS","Single",23,0,0,0,0,0,0,80133,74838,62696,27693,25594,29155,3539,3180,818,1018,10006,3616,4.3,"N"
220000,"M","Univ","Married",39,1,2,0,0,0,0,4949,4724,6478,7412,7886,8358,0,2000,1200,600,600,600,1.7,"N"
50000,"M","GradS","Single",31,0,0,0,0,0,0,4560,7302,9011,11540,14180,15307,3000,2000,3000,3000,2000,5000,0.4,"N"
360000,"F","GradS","Single",26,-1,0,0,-2,-2,-2,1374,12920,0,0,0,0,12534,0,0,0,0,0,3.7,"N"
180000,"F","Univ","Single",29,-2,-1,-1,-1,-1,-1,4000,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,1.5,"N"
1e+05,"F","Univ","Single",24,3,2,2,2,2,2,85016,86918,88624,89576,90614,89046,4200,4000,3300,3400,0,7000,3.6,"Y"
10000,"F","HS","Single",46,1,2,-1,2,0,0,4474,189,3510,3306,3551,5577,0,3510,0,300,2260,2000,2,"Y"
70000,"F","HS","Married",34,1,2,0,0,0,0,76023,73213,68034,68602,30252,47363,0,3000,3000,1508,20000,2500,0.9,"N"
50000,"M","Univ","Married",37,0,0,2,2,2,2,24801,27600,26858,28209,29108,29980,3200,0,1800,1500,1500,2500,1.5,"Y"
160000,"M","HS","Single",30,0,0,0,0,-2,-2,275241,280903,272419,0,0,0,8365,9368,0,0,0,0,0.1,"N"
110000,"F","Univ","Single",34,-2,-2,-2,-2,-2,-2,0,576,0,0,0,0,576,0,0,0,0,0,2.6,"N"
210000,"F","GradS","Married",50,-1,-1,-1,-1,-1,-1,90,90,90,90,180,90,90,90,90,180,0,90,5.8,"Y"
450000,"F","Univ","Single",36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3.6,"Y"
80000,"F","HS","Single",54,0,0,0,-1,-1,-1,12011,10484,12190,4000,0,4000,3794,6000,6500,0,4000,0,1.6,"N"
2e+05,"F","HS","Married",52,1,2,2,0,0,0,203385,192055,164665,155614,145920,104728,5891,0,6100,5792,4240,2900,1.5,"N"
390000,"M","Univ","Married",37,0,0,0,0,0,0,178087,185212,187648,192538,198828,206489,10000,7001,8001,10000,10000,14807,2.6,"N"
260000,"F","Univ","Single",29,-1,-1,-1,-1,-1,-1,1267,553,0,202,11990,3359,553,0,202,11990,3359,1035,5.4,"N"
30000,"F","Univ","Single",23,0,0,0,0,0,2,11284,12294,13320,14031,15593,15201,1503,1529,1240,1802,0,707,3.7,"N"
1e+05,"M","Univ","Married",36,0,0,0,0,0,0,46202,47239,48258,49218,99677,51738,1784,1803,1763,1843,4654,2297,3.5,"N"
130000,"F","HS","Married",28,0,0,0,0,-2,-2,100143,50456,50000,0,0,0,2500,1000,0,0,0,0,2.7,"N"
170000,"M","Univ","Single",29,0,0,0,0,-1,0,23070,186183,164405,93983,2806,1732,164000,7000,5215,3500,2000,300,4.4,"N"
250000,"M","Univ","Married",47,-1,-1,-1,-1,-1,-1,10735,19147,4192,5947,5453,0,19269,4192,5966,5453,0,0,3.6,"N"
360000,"M","GradS","Single",35,-2,-2,-2,-2,-2,-2,1533,-12,2493,-6,1299,-2,24,2505,0,1305,0,0,4.5,"Y"
360000,"M","Univ","Single",39,-1,-1,-1,-1,-1,-1,10027,8929,34635,26645,18088,8703,8975,34825,26674,18112,8719,4861,1.1,"N"
150000,"F","Univ","Single",27,0,0,0,0,0,0,23165,24515,25592,24949,26846,26908,1723,1800,1100,2300,1000,1300,1.4,"N"
2e+05,"F","GradS","Married",44,1,-2,-2,-2,-2,-2,-40,-40,-40,-40,-40,-40,0,0,0,0,0,0,0.3,"N"
30000,"F","GradS","Single",34,1,2,2,2,2,2,24022,24744,24053,25624,25977,25413,1396,0,1967,903,0,1100,1.1,"Y"
180000,"F","Univ","Married",29,0,0,0,0,0,0,26000,26310,26662,26166,26176,25442,1800,1500,1056,950,1000,1050,1.7,"N"
260000,"F","GradS","Single",32,-1,-1,-1,-1,-1,0,1694,5499,1384,2085,5351,3179,5525,1390,2095,5361,15,1894,2.9,"N"
30000,"F","GradS","Single",24,2,2,0,0,0,0,23905,23244,23578,25871,26143,26724,0,2000,3000,1000,1000,3500,2.1,"Y"
80000,"F","Univ","Single",23,0,0,0,0,0,0,50884,48709,19010,21808,15995,12290,2427,1214,600,656,282,0,0.6,"Y"
1e+05,"M","GradS","Single",29,-1,0,-1,-1,0,-1,711,1141,210,780,390,930,1000,780,1930,0,930,0,3.7,"Y"
20000,"M","Univ","Single",23,0,0,0,0,0,0,18852,16648,19395,20271,20445,17532,1500,4000,2000,2000,2900,2735,3.1,"N"
260000,"F","HS","Married",41,0,0,0,2,2,0,137614,137133,134970,88806,86858,89970,5700,9000,4500,0,5000,3700,2.3,"Y"
20000,"M","Univ","Married",32,-1,-1,-1,-1,-1,-1,390,390,390,0,780,0,390,390,0,780,0,0,0.3,"N"
20000,"M","HS","Other",29,5,4,3,2,3,3,1800,1800,1800,1800,1800,1800,0,0,0,0,0,0,0.2,"N"
180000,"F","HS","Single",34,1,-2,-2,-2,-1,-1,3700,4696,3763,-3,3667,1598,4696,3763,3,3670,1799,0,5,"N"
460000,"F","GradS","Single",34,1,-2,-2,-2,-2,-2,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,0.4,"N"
80000,"F","Univ","Married",53,0,0,0,0,0,0,31333,32365,33380,34043,34756,35448,1541,1556,1219,1262,1270,1314,4.4,"N"
50000,"F","HS","Single",31,0,0,0,0,0,-1,41124,38634,75580,17014,-1963,7671,1750,3016,1000,0,10400,5000,0.4,"N"
60000,"F","HS","Single",48,2,0,0,0,0,0,43533,39252,38051,37988,38725,39685,1700,1700,2000,1500,1600,1000,2.6,"N"
260000,"F","GradS","Married",43,-1,-1,-1,-1,0,-1,3209,0,2552,2236,2236,2450,0,2552,2236,0,2500,0,1.8,"N"
20000,"F","Univ","Single",24,0,0,0,0,0,0,19433,20508,19662,20001,16448,16774,1700,1300,600,600,600,622,0.5,"N"
290000,"F","Univ","Single",25,0,0,0,0,0,0,57445,57025,46484,36232,32149,24004,2000,1800,1400,1000,1000,1000,6,"N"
20000,"F","Univ","Single",24,2,0,0,0,0,3,2968,3980,5075,5979,6796,6463,1223,1318,1183,1000,0,0,2.9,"Y"
30000,"M","HS","Single",50,2,2,0,0,0,0,53237,46868,42397,38569,33570,19895,0,1800,2200,1400,2000,30000,0.2,"Y"
150000,"M","GradS","Single",26,-2,-1,0,0,-1,-1,600,360,1401,2360,70,420,360,1041,1000,70,660,0,0.6,"N"
180000,"M","Univ","Single",39,-1,-1,-1,-1,-1,0,3135,2822,1938,5818,2628,2628,2833,2015,5818,2628,0,0,1.1,"N"
30000,"F","Univ","Single",23,0,0,0,0,0,0,22756,27348,28285,14729,12935,13333,5000,2000,2000,500,500,0,5.2,"N"
2e+05,"F","GradS","Married",32,-2,-2,-2,-2,-2,-2,6540,17288,3009,20311,15643,5696,17301,3009,26257,15643,5696,12149,1.1,"N"
90000,"F","HS","Single",23,0,0,-1,-1,0,-1,94806,119836,21836,11036,29836,986,30000,30000,11036,19836,986,21615,4.4,"N"
1e+05,"F","HS","Married",46,0,0,2,0,0,0,33699,32450,30160,22934,21876,22910,4500,0,1600,1000,2800,0,1.9,"N"
80000,"F","Univ","Single",24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,400,0.6,"N"
420000,"M","GradS","Single",29,0,0,0,0,0,0,194505,144086,144169,122453,120509,119783,5479,5502,4193,5006,4503,4003,0.9,"N"
220000,"F","Univ","Married",36,2,2,2,2,0,0,192654,195725,197466,189149,187531,187856,8500,8200,0,7000,7000,7200,0.9,"Y"
50000,"F","Univ","Single",28,0,0,0,0,2,0,23318,24327,25360,27929,27184,27752,1398,1431,3000,0,1155,1025,0,"N"
120000,"F","Univ","Single",35,-1,-1,-1,-1,-1,-1,240,240,240,240,240,240,240,240,240,240,240,240,2.6,"Y"
40000,"F","GradS","Single",35,0,0,0,0,0,0,26801,36208,25378,28058,31145,38030,10000,5000,5000,5000,7500,4596,1.3,"N"
160000,"M","Univ","Single",29,0,0,0,0,0,0,157186,136159,96395,58773,60737,115158,6227,5000,5000,3000,60000,5000,5.6,"N"
50000,"F","HS","Married",28,0,0,2,0,0,0,14484,18528,18923,19310,19848,20367,4300,1000,1000,1000,1000,1000,1.1,"Y"
130000,"F","Univ","Single",26,-2,-2,-1,2,-1,2,90833,2774,740,740,73758,72800,2788,740,0,73758,0,2342,4.4,"N"
240000,"M","Univ","Married",34,0,0,0,0,0,0,133272,133373,138006,136195,140860,138787,6000,9583,6000,10000,4974,4820,1.5,"N"
90000,"F","Univ","Single",24,1,2,0,0,0,0,88550,78892,75808,63362,65300,67248,3000,3500,3000,3000,3000,5000,4.4,"Y"
40000,"F","HS","Married",39,0,0,2,2,2,2,34378,37584,38072,37160,39628,40428,3768,1400,0,3081,1600,0,5.1,"Y"
150000,"F","Univ","Married",36,0,0,0,0,0,0,289463,296846,301634,314201,84135,90500,8245,7143,13700,15000,7500,0,3.6,"N"
150000,"F","GradS","Married",52,-1,3,2,0,0,-1,3391,3227,1129,2034,2140,6731,20,802,1705,1806,6427,16,3.1,"Y"
1e+05,"F","Univ","Single",31,0,0,0,0,0,0,101458,101207,101421,101111,101384,101358,3800,4000,3602,3719,3700,7800,0.8,"Y"
50000,"F","HS","Single",46,0,0,0,0,0,0,47788,48885,49273,40385,36901,29263,2201,2250,1509,1329,1300,1200,5.2,"N"
150000,"M","Univ","Single",26,0,0,0,0,0,0,144614,146446,122634,74711,76532,76452,6700,3764,2700,3000,3000,2800,0.8,"N"
470000,"F","GradS","Single",30,-2,-1,-1,-2,-1,-1,1689,499,350,2277,41523,2175,499,350,2277,41523,2175,6351,3.2,"Y"
150000,"F","Univ","Married",24,0,-1,-1,-1,-1,-1,1473,1473,3323,5953,2559,4509,1473,3323,5970,2571,4515,4019,1.8,"N"
30000,"F","HS","Married",46,1,2,2,2,2,2,29201,30406,31295,29929,27744,28117,2000,1700,954,0,2253,1106,5.9,"Y"
80000,"F","HS","Married",38,-1,-1,-1,0,0,-2,330,0,330,330,0,0,0,660,0,0,0,0,2.5,"N"
160000,"M","Univ","Married",59,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,5.1,"N"
3e+05,"F","GradS","Single",36,-2,-2,-2,-2,-2,-2,230,469,899,0,0,0,469,899,0,0,0,1051,0.6,"N"
140000,"F","GradS","Single",28,-1,-1,-1,-1,-2,-2,8483,9526,33788,-18,-18,-18,9532,33788,0,0,0,0,0.1,"N"
140000,"F","GradS","Single",26,0,0,0,0,0,0,131863,136170,139270,137548,96340,94201,6500,6799,5100,3300,3400,7461,2.2,"N"
20000,"F","HS","Married",52,0,0,2,0,0,3,11271,13513,12999,14456,16313,15766,2743,0,1686,2089,0,0,0.8,"N"
360000,"M","GradS","Single",33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,3.9,"N"
50000,"M","Univ","Single",28,0,0,0,0,0,2,48431,45008,40226,41256,43962,44913,1700,2000,1700,3400,1800,0,2.9,"N"
80000,"F","Univ","Married",47,0,0,0,0,0,0,6612,7118,7930,6674,6810,0,1188,1000,133,136,0,1407,5.1,"Y"
170000,"F","Univ","Married",36,-1,-1,2,-1,0,-1,2600,5234,2394,7794,5920,2798,5234,0,8000,1500,2798,2600,0.7,"N"
50000,"M","Univ","Single",25,0,0,0,0,0,0,24724,25895,23627,24827,25521,26523,2000,2000,2000,1500,2000,2000,2.2,"N"
1e+05,"M","Univ","Married",56,0,0,0,0,0,0,96392,87986,89230,90745,92774,101275,4424,3600,3000,3200,9800,0,1.3,"N"
260000,"F","GradS","Single",32,-2,-2,-2,-2,-2,-2,-34,6846,1479,173,6326,369,6880,1486,174,6357,370,2500,0.7,"N"
470000,"M","GradS","Married",38,0,0,0,0,0,0,33277,34292,38423,197773,202722,46980,1869,5000,162546,5783,1689,1977,2.3,"Y"
460000,"M","Other","Single",28,-1,-1,0,-1,-1,-1,1358,55022,50394,3917,1695,22231,55071,1263,3934,1702,22238,513,1.3,"N"
30000,"M","HS","Single",56,0,0,0,0,0,0,32758,33720,32779,31557,30094,27223,1521,1580,1358,895,1217,1022,0.2,"N"
180000,"F","Univ","Married",35,-1,-1,0,0,0,0,1175,5317,8388,8529,7739,3803,5317,3200,2700,2000,76,0,2,"N"
70000,"M","Univ","Single",36,0,0,0,0,0,0,20857,22199,23834,25353,27075,28092,2000,2000,2000,2000,3000,830,0.3,"N"
10000,"M","Univ","Single",23,0,0,0,0,2,2,5857,6722,8305,9405,9100,13392,1117,1700,1230,0,761,0,0.6,"N"
190000,"F","Univ","Married",35,0,0,0,0,0,0,187777,189420,192058,185995,188649,190700,8300,8900,6700,6699,7400,6900,1.4,"N"
240000,"F","Univ","Single",34,0,0,0,0,0,0,122810,114408,97395,83314,73292,59270,10066,7255,3035,3030,3018,2012,1.5,"N"
5e+05,"F","GradS","Married",38,1,-2,-1,-1,-2,-1,0,0,2331,0,0,2199,0,2331,0,0,2199,0,0.4,"N"
4e+05,"F","Univ","Married",39,-2,-2,-2,-2,-2,-2,52306,3638,11649,24140,5803,5937,3656,11713,24265,7832,5966,9363,0.7,"N"
250000,"F","Univ","Single",24,-1,-1,-1,0,0,-1,956,1339,2617,1817,975,1141,1339,2617,0,0,1141,1720,3.2,"Y"
320000,"F","Univ","Married",39,0,0,0,0,0,0,38332,63396,66871,69339,31525,30861,30000,4700,3000,5000,5000,7000,5.3,"N"
50000,"F","Univ","Single",29,2,2,2,0,0,0,8281,8998,9695,11521,12331,13125,1000,1000,2000,1000,1000,1000,3.6,"Y"
160000,"F","HS","Married",48,0,0,2,0,0,0,153390,158421,152835,152638,142454,128895,15102,0,6000,5300,4784,4500,2.7,"N"
170000,"F","Other","Married",39,-1,-1,-1,-1,0,0,1803,217,10121,12180,15667,9224,218,10121,12180,5011,0,265,4.7,"N"
230000,"F","GradS","Married",36,-2,-2,-2,-2,-2,-2,928,282,282,2427,282,282,282,282,2427,282,282,1886,0.1,"N"
20000,"M","HS","Single",34,0,0,2,0,0,-2,6569,6939,4679,2960,0,0,2449,0,1000,0,0,0,0.7,"N"
4e+05,"F","GradS","Single",33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"Y"
210000,"F","Univ","Single",32,0,0,0,2,0,0,85965,88586,94412,92195,92491,94369,4000,7500,0,3000,5000,5000,2.3,"N"
150000,"F","Univ","Single",25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"Y"
180000,"M","GradS","Single",32,0,0,0,0,0,0,63461,54673,53358,41379,32620,19061,3018,3071,3042,1161,3023,32,0.3,"N"
140000,"M","GradS","Single",41,2,2,2,0,0,0,138379,143684,139902,142729,142406,142694,9000,0,6800,40000,5600,5900,3.1,"Y"
450000,"M","GradS","Married",46,-1,-1,-1,-1,-1,-1,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,0.5,"N"
2e+05,"F","Univ","Single",35,0,0,0,-1,-1,-1,6512,4312,0,2412,1396,0,2000,0,2412,1396,0,396,0.5,"N"
50000,"M","Univ","Married",36,-1,0,0,0,0,0,3580,4597,5757,5869,5838,5971,1084,1244,356,212,230,205,4.5,"Y"
10000,"F","Univ","Single",36,1,2,0,0,0,0,7081,6819,7996,9004,9180,9371,0,1290,1298,474,487,500,2.3,"Y"
430000,"F","Univ","Married",41,-2,-2,-2,-2,-2,-2,2830,21419,15555,6705,6705,5673,21419,0,6705,0,5673,7791,5.7,"N"
480000,"M","Univ","Single",51,-2,-2,-2,-2,-2,-2,2900,17646,0,15620,5200,1355,17646,0,15620,5200,1355,2750,0.6,"N"
340000,"F","GradS","Single",26,-1,-1,-1,-1,-1,-1,4617,13054,15449,9610,4173,12929,13054,15449,9610,4373,12929,8000,0.9,"N"
50000,"M","HS","Married",24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"N"
70000,"M","GradS","Single",28,-1,-1,-1,-2,-2,-2,4638,323,0,0,0,0,323,0,0,0,0,0,4.6,"N"
90000,"M","GradS","Married",38,2,0,0,0,0,0,88937,87866,87343,89786,67803,69324,3103,3500,4200,2426,2613,3000,1.9,"Y"
150000,"F","HS","Married",34,0,0,0,-1,-1,-1,28210,19130,10000,8000,0,10000,1130,1000,8000,2000,10000,0,5.8,"N"
170000,"M","GradS","Single",32,-1,2,0,0,0,0,69013,67397,69518,70616,79267,84140,0,3800,2800,10000,6129,0,0.6,"N"
320000,"F","Univ","Married",43,-1,-1,-1,-1,-1,-1,24685,27002,82271,5315,33059,908,30161,82271,5315,33059,908,6382,4,"N"
260000,"F","GradS","Married",44,-1,2,2,-1,-1,-2,1215,856,291,803,98,431,0,291,803,98,431,1104,3,"Y"
320000,"F","GradS","Single",39,0,0,0,0,0,0,91224,93025,99433,107659,110567,99935,10000,10000,10000,10000,5000,5000,4.8,"N"
220000,"F","Univ","Married",37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3422,0.8,"N"
130000,"F","GradS","Married",33,-1,-1,-1,-1,-1,-1,1365,84118,44404,27113,801,28027,84118,44404,27309,801,28027,0,0.7,"N"
2e+05,"F","GradS","Married",27,-1,-1,-1,-1,-1,-1,5780,105,105,0,7384,8588,105,105,0,7384,8588,1304,0.9,"N"
230000,"F","Univ","Single",25,0,0,0,0,0,0,187472,188140,178221,156627,128110,121517,9200,6707,3000,2725,3544,2417,1,"N"
50000,"F","HS","Married",36,0,0,0,0,0,0,46311,47579,47897,28263,8548,8906,2014,1332,698,310,500,330,2,"N"
10000,"F","HS","Married",44,5,4,3,2,2,2,8678,8401,8128,7841,8579,8317,0,0,0,1000,0,1000,1.6,"Y"
50000,"M","Univ","Married",34,1,2,2,2,2,2,16501,15947,18134,17622,19249,14259,0,2500,0,2000,0,1000,2,"Y"
50000,"F","Univ","Married",44,0,0,0,0,0,0,19091,20179,21190,21838,22485,23110,1400,1352,1000,1000,1000,1000,1.1,"N"
320000,"F","GradS","Single",30,0,0,0,0,0,0,113801,90354,88467,79241,83530,90573,5017,4057,4014,8531,15005,5033,2.4,"N"
50000,"F","Univ","Single",28,0,0,0,0,0,0,47605,47553,47205,45686,43629,46909,2300,2000,2000,2000,4000,0,0.7,"N"
240000,"M","Univ","Married",33,0,0,0,0,0,-1,23486,19867,14653,8626,0,1128,3000,2000,0,1790,1128,0,0,"N"
130000,"F","GradS","Single",25,0,0,0,0,0,0,37112,34653,9522,3939,6939,950,2009,2000,2000,3000,900,0,1.3,"N"
60000,"M","Univ","Married",41,0,0,0,0,0,-1,48979,41597,29347,19544,11989,9079,5070,1219,1007,8,9381,1156,0.1,"N"
1e+05,"M","Univ","Single",31,1,2,2,0,0,2,36204,37412,36537,37474,38732,39234,2100,0,2000,2000,1000,0,2.9,"N"
120000,"F","Univ","Married",24,1,-2,-2,-2,-1,0,0,0,0,0,4629,5551,0,0,0,4629,1000,1915,4.7,"N"
250000,"F","GradS","Single",32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,1.3,"N"
50000,"M","GradS","Single",29,0,0,0,2,0,0,5249,14427,19819,18567,23535,28620,10000,6000,0,5630,6000,5000,1.2,"N"
380000,"M","GradS","Married",40,0,0,0,0,0,0,231759,233357,236292,237176,236379,239221,10000,9000,10021,10000,10000,10000,5.3,"N"
150000,"F","GradS","Single",29,-1,0,-1,-1,2,0,1148,3019,100,802,802,702,2000,100,702,0,0,0,2.8,"Y"
80000,"F","HS","Married",32,0,0,0,0,0,0,58091,58247,59495,58832,57677,58066,2700,2800,2100,2181,2500,2300,2.5,"N"
230000,"M","HS","Married",53,-1,-1,-1,-1,-1,-1,2150,9413,6020,18468,9665,28100,9413,6161,18468,9665,28100,3480,2.5,"N"
130000,"M","Univ","Single",28,0,0,0,0,0,0,88549,74624,76133,77648,79370,80071,2709,2750,2767,2961,2913,3000,2.3,"N"
80000,"M","Univ","Married",35,-1,-1,-1,-1,-1,0,1692,2694,1130,397,42857,41864,2702,1246,397,42860,7,118,5,"N"
90000,"M","Univ","Single",29,0,0,0,-2,-2,-2,70559,51550,0,0,0,0,3000,0,0,0,0,0,2,"N"
180000,"M","Univ","Single",28,-1,-1,-1,-1,-1,-1,1832,0,832,332,416,416,0,416,332,500,3500,832,2.4,"N"
70000,"F","GradS","Single",50,2,0,0,0,0,0,62049,64315,58564,56741,25172,29186,4000,3000,10032,8000,5139,1000,1.8,"Y"
380000,"F","HS","Single",51,-1,-1,0,-1,0,-1,43715,60718,21814,47964,33405,2981,60718,2200,48000,0,2981,35500,0.8,"N"
250000,"F","GradS","Single",29,2,2,2,2,2,2,124780,127168,125721,122209,126129,127847,5900,4500,0,5954,3900,4826,2.5,"Y"
50000,"M","GradS","Single",36,2,2,0,0,0,0,45960,44883,40820,33545,46832,24101,0,1973,1784,845,1750,1010,2.1,"Y"
2e+05,"F","GradS","Single",41,-1,-1,-1,-1,-1,-1,504,2502,21699,2914,3392,4343,2502,21699,3003,3392,4343,326,1.4,"N"
5e+05,"M","GradS","Single",40,-1,-1,-1,0,-1,-1,2594,1184,17740,36657,2631,26231,1190,17840,36639,2644,26363,35908,3.9,"N"
20000,"F","Univ","Other",30,1,2,2,2,0,0,17836,17246,19381,18772,19145,19545,0,2921,0,685,708,700,1.8,"Y"
50000,"F","HS","Married",39,0,0,2,-1,0,0,58300,59727,142,29886,30510,31276,7876,161,74354,927,1089,9100,0.4,"N"
330000,"F","HS","Single",31,-1,-1,-1,-1,-1,-1,5480,30630,6350,6033,2205,0,30630,6350,6033,5649,0,173,2.5,"N"
5e+05,"F","Univ","Married",36,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,2.1,"N"
650000,"F","GradS","Single",29,1,-1,-1,-1,0,0,21289,518,216,2482,5178,5506,3000,1000,2500,3500,4000,3000,2.3,"N"
120000,"F","GradS","Single",29,-1,-1,-1,-1,-1,-1,328,413,3007,1927,1838,2472,417,3012,1927,1838,2472,2341,0.8,"N"
250000,"M","GradS","Single",33,-1,3,2,-1,-1,-1,441,441,81,1540,3088,5680,0,0,5000,3088,3000,0,3.2,"Y"
190000,"F","GradS","Single",28,0,0,0,0,0,0,141693,143464,146943,151905,153538,156664,5618,5795,7408,5645,5753,6370,0.7,"N"
30000,"F","Univ","Single",38,0,0,-2,-2,-2,-2,9730,0,0,0,0,0,0,0,0,0,0,0,0.6,"N"
80000,"M","GradS","Married",28,0,0,-2,-2,-2,-2,78429,0,0,0,0,0,0,0,0,0,0,0,4.5,"N"
360000,"M","GradS","Single",32,-1,-1,-1,-1,-1,-1,389,389,1955,5316,2265,6594,389,1955,5316,2265,6594,2974,3.3,"N"
70000,"F","Univ","Married",38,0,0,0,0,0,0,19500,19884,20567,21526,21499,21556,1400,1400,1700,1000,781,815,0.9,"N"
20000,"M","HS","Single",32,1,2,0,0,0,0,19844,19238,20205,19588,20037,19880,0,1302,685,748,697,690,5.4,"N"
130000,"F","HS","Single",39,0,0,0,2,0,0,133825,134495,133745,130814,130758,123468,7500,10000,0,4500,4500,4179,1.4,"N"
60000,"M","Univ","Single",30,0,0,0,0,0,0,4419,5683,6733,7662,8529,9884,1500,1300,1200,1000,1500,800,1.3,"Y"
20000,"F","Univ","Married",40,0,0,0,0,-1,-1,10470,10186,9936,10790,230,-160,1145,1546,1400,390,73,19371,2.6,"N"
30000,"F","GradS","Single",25,0,0,3,2,2,2,24709,28970,28233,27481,29484,30157,5000,0,0,2471,1300,4800,7.1,"N"
240000,"F","GradS","Single",35,0,0,0,0,0,0,86508,86596,87475,89253,91128,127950,3583,2768,2817,2928,37950,4303,3.3,"N"
2e+05,"M","GradS","Single",33,2,2,2,2,2,2,156558,167453,170010,172226,175918,179441,15000,6800,6500,6600,6600,5200,1,"Y"
50000,"M","Univ","Single",27,-2,-2,-2,-2,-2,-2,3043,2432,3754,11985,19332,0,2446,3754,12053,19332,0,0,4.3,"N"
350000,"F","Univ","Married",38,-1,-1,-1,-1,-1,-1,282,2728,1606,1015,24555,185,2750,1612,1017,24560,1000,917,1.7,"N"
140000,"F","GradS","Single",27,0,0,0,0,0,0,27750,28797,29840,31349,35687,36983,1500,1500,2000,5000,2000,5000,0.6,"N"
